0.000814131,
0.00162672,
0.0024379,
0.00324754,
0.00405591,
0.0048626,
0.00566788,
0.0064719,
0.00727424,
0.00807517,
0.00887483,
0.00967295,
0.0104694,
0.0112646,
0.0120583,
0.0128507,
0.0136415,
0.0144308,
0.0152189,
0.0160055,
0.0167906,
0.0175743,
0.0183566,
0.0191374,
0.0199171,
0.020695,
0.0214715,
0.0222467,
0.0230205,
0.0237929,
0.0245638,
0.0253333,
0.0261015,
0.0268684,
0.0276338,
0.0283978,
0.0291604,
0.0299215,
0.0306813,
0.0314398,
0.0321969,
0.0329525,
0.0337069,
0.0344597,
0.0352113,
0.0359614,
0.0367102,
0.0374575,
0.0382036,
0.0389484,
0.0396918,
0.0404337,
0.0411744,
0.0419135,
0.0426515,
0.043388,
0.0441233,
0.0448571,
0.0455897,
0.0463209,
0.0470507,
0.0477791,
0.0485063,
0.0492324,
0.0499567,
0.0506799,
0.0514018,
0.0521224,
0.0528417,
0.0535595,
0.0542762,
0.0549916,
0.0557054,
0.056418,
0.0571294,
0.0578394,
0.0585482,
0.0592556,
0.0599618,
0.0606666,
0.0613701,
0.0620724,
0.0627735,
0.0634732,
0.0641716,
0.0648687,
0.0655645,
0.0662591,
0.0669524,
0.0676445,
0.0683351,
0.0690246,
0.0697128,
0.0703998,
0.0710853,
0.07177,
0.0724531,
0.073135,
0.0738156,
0.0744951,
0.0751733,
0.0758502,
0.0765257,
0.0772002,
0.0778734,
0.0785454,
0.079216,
0.0798856,
0.0805537,
0.0812207,
0.0818866,
0.0825511,
0.0832146,
0.0838766,
0.0845374,
0.0851972,
0.0858558,
0.0865131,
0.0871691,
0.0878238,
0.0884776,
0.0891301,
0.0897813,
0.0904312,
0.0910801,
0.0917279,
0.0923742,
0.0930195,
0.0936636,
0.0943067,
0.0949483,
0.0955889,
0.0962283,
0.0968665,
0.0975034,
0.0981394,
0.0987739,
0.0994075,
0.10004,
0.100671,
0.101301,
0.10193,
0.102558,
0.103184,
0.10381,
0.104434,
0.105057,
0.105679,
0.1063,
0.10692,
0.107538,
0.108156,
0.108772,
0.109387,
0.110001,
0.110614,
0.111226,
0.111837,
0.112446,
0.113055,
0.113662,
0.114268,
0.114873,
0.115477,
0.11608,
0.116682,
0.117283,
0.117882,
0.118481,
0.119078,
0.119675,
0.12027,
0.120864,
0.121457,
0.122049,
0.12264,
0.12323,
0.123818,
0.124406,
0.124992,
0.125578,
0.126162,
0.126746,
0.127328,
0.127909,
0.12849,
0.129069,
0.129647,
0.130224,
0.1308,
0.131375,
0.131948,
0.132521,
0.133093,
0.133664,
0.134234,
0.134802,
0.13537,
0.135937,
0.136502,
0.137067,
0.13763,
0.138193,
0.138755,
0.139315,
0.139874,
0.140433,
0.140991,
0.141547,
0.142102,
0.142657,
0.14321,
0.143763,
0.144314,
0.144865,
0.145414,
0.145963,
0.14651,
0.147057,
0.147602,
0.148147,
0.14869,
0.149233,
0.149774,
0.150315,
0.150855,
0.151394,
0.151932,
0.152468,
0.153004,
0.153539,
0.154073,
0.154606,
0.155138,
0.155669,
0.156199,
0.156728,
0.157256,
0.157784,
0.15831,
0.158835,
0.15936,
0.159884,
0.160406,
0.160928,
0.161449,
0.161969,
0.162487,
0.163005,
0.163522,
0.164039,
0.164554,
0.165068,
0.165582,
0.166094,
0.166606,
0.167117,
0.167627,
0.168135,
0.168644,
0.169151,
0.169657,
0.170162,
0.170667,
0.171171,
0.171673,
0.172175,
0.172676,
0.173176,
0.173676,
0.174174,
0.174672,
0.175168,
0.175664,
0.176159,
0.176653,
0.177146,
0.177639,
0.17813,
0.178621,
0.179111,
0.1796,
0.180088,
0.180575,
0.181062,
0.181547,
0.182032,
0.182516,
0.182999,
0.183482,
0.183963,
0.184444,
0.184924,
0.185403,
0.185881,
0.186358,
0.186835,
0.187311,
0.187786,
0.18826,
0.188733,
0.189206,
0.189678,
0.190148,
0.190619,
0.191088,
0.191557,
0.192025,
0.192492,
0.192958,
0.193423,
0.193888,
0.194352,
0.194815,
0.195278,
0.195739,
0.1962,
0.19666,
0.19712,
0.197578,
0.198036,
0.198493,
0.198949,
0.199405,
0.19986,
0.200314,
0.200767,
0.20122,
0.201672,
0.202123,
0.202573,
0.203023,
0.203472,
0.20392,
0.204368,
0.204814,
0.205261,
0.205706,
0.20615,
0.206594,
0.207037,
0.20748,
0.207921,
0.208363,
0.208803,
0.209243,
0.209682,
0.21012,
0.210558,
0.210994,
0.211431,
0.211866,
0.212301,
0.212735,
0.213168,
0.213601,
0.214033,
0.214465,
0.214895,
0.215326,
0.215755,
0.216184,
0.216612,
0.217039,
0.217466,
0.217892,
0.218318,
0.218742,
0.219167,
0.21959,
0.220013,
0.220435,
0.220857,
0.221278,
0.221698,
0.222118,
0.222537,
0.222955,
0.223373,
0.22379,
0.224207,
0.224623,
0.225038,
0.225453,
0.225867,
0.22628,
0.226693,
0.227105,
0.227517,
0.227928,
0.228338,
0.228748,
0.229158,
0.229566,
0.229974,
0.230382,
0.230789,
0.231195,
0.231601,
0.232006,
0.232411,
0.232814,
0.233218,
0.233621,
0.234023,
0.234425,
0.234826,
0.235227,
0.235627,
0.236026,
0.236425,
